Näitaja;Tegevusala;Tööga hõivatud isikute arv;DIM5;Turvalisus;TIME;Vaatlusperiood;ValueStr;Value
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;72.7;72,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;16;IKT turvalisuse teemadest ei teavitata;2019;2019;27.3;27,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;44.2;44,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;70.5;70,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;99.1;99,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;39.6;39,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;20.6;20,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;21.9;21,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;66.6;66,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;35.5;35,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;16.1;16,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;25.5;25,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;4.7;4,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;30.8;30,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;13.7;13,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;6.2;6,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;7.3;7,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;18.6;18,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;81.4;81,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";50-99;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;11.2;11,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;1;Tugev paroolide autentimine;2019;2019;92.9;92,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;89.2;89,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;15.9;15,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;57.6;57,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;5;Andmete varundamine eraldi keskkonda;2019;2019;87.4;87,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;6;Võrgujuurdepääsu kontroll;2019;2019;96.4;96,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;7;VPNi kasutamine;2019;2019;82.1;82,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;67.9;67,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;9;IKT riskianalüüside teostamine;2019;2019;53.9;53,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;10;IKT turvatestid;2019;2019;55.9;55,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;100;100
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;68;68
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;66.2;66,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;47;47
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;80.2;80,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;16;IKT turvalisuse teemadest ei teavitata;2019;2019;19.8;19,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;66.5;66,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;62.6;62,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;100;100
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;62.9;62,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;37.7;37,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;39.7;39,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;57.3;57,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;47;47
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;32.7;32,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;34.8;34,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;12.1;12,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;47;47
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;13.6;13,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;3.5;3,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;18.9;18,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;81.1;81,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";100-249;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;15.5;15,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;1;Tugev paroolide autentimine;2019;2019;86.8;86,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;94.7;94,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;7.9;7,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;60.5;60,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;5;Andmete varundamine eraldi keskkonda;2019;2019;84.2;84,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;6;Võrgujuurdepääsu kontroll;2019;2019;94.7;94,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;7;VPNi kasutamine;2019;2019;97.4;97,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;65.8;65,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;9;IKT riskianalüüside teostamine;2019;2019;55.3;55,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;10;IKT turvatestid;2019;2019;84.2;84,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;100;100
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;73.7;73,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;68.4;68,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;68.4;68,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;89.5;89,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;16;IKT turvalisuse teemadest ei teavitata;2019;2019;10.5;10,5
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;76.3;76,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;73.7;73,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;97.4;97,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;73.7;73,7
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;57.9;57,9
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;68.4;68,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;71.1;71,1
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;47.4;47,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;34.2;34,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;31.6;31,6
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;15.8;15,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;47.4;47,4
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;15.8;15,8
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;84.2;84,2
Ettevõtete osatähtsus, %;"Hulgi- ja jaekaubandus; mootorsõidukite ja mootorrataste remont";250 ja enam;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;7.9;7,9
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;1;Tugev paroolide autentimine;2019;2019;57.1;57,1
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;67.8;67,8
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;35.6;35,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;5;Andmete varundamine eraldi keskkonda;2019;2019;47.7;47,7
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;6;Võrgujuurdepääsu kontroll;2019;2019;44.8;44,8
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;7;VPNi kasutamine;2019;2019;28.8;28,8
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;25.6;25,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;9;IKT riskianalüüside teostamine;2019;2019;19.8;19,8
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;10;IKT turvatestid;2019;2019;21;21
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;78.6;78,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;36.2;36,2
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;32.5;32,5
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;21.3;21,3
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;43.4;43,4
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;16;IKT turvalisuse teemadest ei teavitata;2019;2019;56.6;56,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;37.6;37,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;50.5;50,5
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;80.2;80,2
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;31.6;31,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;16.7;16,7
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;12.8;12,8
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;42.4;42,4
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;23.1;23,1
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;6.4;6,4
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;12.1;12,1
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;6.4;6,4
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;4.6;4,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;18.5;18,5
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;5.1;5,1
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;3.4;3,4
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;2.6;2,6
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;6.9;6,9
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;93.1;93,1
Ettevõtete osatähtsus, %;Veondus ja laondus;Kokku;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;7.8;7,8
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;1;Tugev paroolide autentimine;2019;2019;46;46
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;58.7;58,7
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;4.8;4,8
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;36.5;36,5
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;5;Andmete varundamine eraldi keskkonda;2019;2019;34.9;34,9
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;6;Võrgujuurdepääsu kontroll;2019;2019;34.9;34,9
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;7;VPNi kasutamine;2019;2019;12.7;12,7
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;11.1;11,1
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;9;IKT riskianalüüside teostamine;2019;2019;9.5;9,5
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;10;IKT turvatestid;2019;2019;9.5;9,5
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;68.3;68,3
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;27;27
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;22.2;22,2
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;12.7;12,7
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;30.2;30,2
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;16;IKT turvalisuse teemadest ei teavitata;2019;2019;69.8;69,8
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;33.3;33,3
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;74.6;74,6
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;27;27
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;9.5;9,5
Ettevõtete osatähtsus, %;Veondus ja laondus;10-19;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;6.3;6,3
